Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Endereço
RBRS11,Híbrido,5699,"8,77%","9,36%",61,98.837.700,7.711,3,"8.825,72",79166,"8,97%","9,52%","Rua Apeninos, 973, Paraíso, São Paulo - SP,Av. Sabiá, 641, Indianápolis, São Paulo - SP,Rua Dr. Tomás Alves, 172 e 184, Vila Mariana, São Paulo - SP"
RBRX11,Títulos e Val. Mob.,8098,"9,77%","10,15%",86,152.298.000,599.244,0,000,000,"0,00%","0,00%",
RBRY11,Títulos e Val. Mob.,9534,"9,91%","14,66%",96,528.832.000,1.216.760,0,000,000,"0,00%","0,00%",
RBVA11,Outros,9100,"12,19%","13,10%",85,1.054.530.000,939.876,78,"7.906,11","1.113,04","14,08%","7,00%","Estrada de Itapecerica, nº 3.429 - São Paulo - SP,Rua dos Italianos, 609 - São Paulo - SP,Av. Marechal Floriano Peixoto, nº 2.370 - N Iguaçu - RJ,Rua Dr. Nilo Peçanha, nº 125 - São Gonçalo - RJ,Av. Barão de Itapura, nº 2233 - Campinas - SP,Rua 12, 239 - RJ,Rua. Sem. Flaquer, 305 - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 4 e 5 - São Paulo - SP,Av. República do Chile, nº 230 - Rio de Janeiro - RJ,Av. de Pinedo, nº 228 - São Paulo - SP,Rua Antônio Vieira, nº 24 - Loja A - Rio de Janeiro - RJ,Av. das Américas, nº 15.545 - Rio de Janeiro - RJ,Av. Santa Catarina, 287 - São Paulo - SP,Av. Padre Antônio Jose Dos Santos, nº 872 - São Paulo - SP,Av. Paulista, 436 - SP,R Mal Deodoro 195 - PR,Rua Imp. Dom Pedro II, 255 - PE,Praça Pio X, 78 - RJ,Av. Rio Branco, 311-B - Rio de Janeiro - RJ,Est. Rio do A, 1131 - Campo Grande - RJ,Av. do Cursino, nº 1348 - São Paulo - SP,R. Pedro Vicente, 222 - São Paulo - SP,Av. do Imperador, 3892 - São Paulo/SP,Rua Alves Guimarães, nº 50, Pinheiros - SP,Rua Oscar Freire, 585, Jardins,Rua Floriano Peixoto 00915 - CE,Rua João de Almeida, 72 - RJ,Av. Paulista, 726 - L1 - SP,Av. Rio Branco, nº 1.675 - loja - São Paulo - SP,Rua Visconde de Pirajá, nº 127 - Rio de Janeiro - RJ,Avenida das Esmeraldas, 512 - Osasco - SP,Rua das Palmeiras, nº 233 - loja - São Paulo - SP,EQ 406/407-SUL  Lote 1 - Brasília - DF,Av. Brigadeiro Faria Lima, 2232,Praça Tiradentes, 85 - MG,Rua Buenos Aires, 48 - RJ,Av Paulista 447 Loja - SP,Estrada de Taipas, 355 - São Paulo/SP,Rua Salvador Gianetti, nº 436 - São Paulo - SP,Rua Paes Leme, 250/258 - São Paulo - SP,Av. Indianópolis, nº 2.125 - São Paulo - SP,Via Anchieta, nº 1.558 - São Paulo - SP,Rua Santa Filomena, nºs 677, 687 e 697, Centro - SBC - SP,R. Marechal Deodoro - SP,Av. Liberdade, 151 - SP,Av. Mateo Bei 3286 - SP,Rua da Quitanda, 70 - RJ,Av. Marechal Câmara, nº 160 - Rio de Janeiro - RJ,Rua Sesefredo Klein Doll, 12 - Embu-Guaçu - SP,Av. Maria Luiza Americano, 1688 - São Paulo/SP,Lg. Páteo do Colégio, 1 - São Paulo - SP,Av. Mateo Bei, 413 - São Paulo/SP,Estrada do Pernambuco, nº 500 - Guarujá - SP,Av. Afrânio de Melo Franco, 131 - Leblon - RJ,Rua Pedro I 00373 - CE,Praça Visconde de Mauá, 20 - SP,Av Eng. Luiz Carlos Berrini, 1307 - SP,Rua Mariz e Barros, nº 79 - Rio de Janeiro - RJ,Av. Imirim, nº 1.271 - São Paulo - SP,Rua Dias da Cruz, nº 28-A - Rio de Janeiro - RJ,Av. 1, 500  Rio Claro - SP,Av. Paulista, 1.227,Rua Haddock Lobo, 1573, Jardins,Av. João Pinheiro, 500 - MG,Av. Rio Branco, 115 - RJ,Av. Cons. Rodrigues Alves, 53 - SP,Av. Sto. Amaro, 3332 - SP,R. Cel. Souza Franco, 115 - Suzano - SP,R. Santos Dumont, 599 - Ferraz de Vasconcelos/SP,Alameda Santo Ângelo, 118 - Mogi das Cruzes - SP,Rua Guerino Giovani Leardini, nº 63/67 - São Paulo - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 1 a 3 - São Paulo - SP,Rua Desembargador Góes Cavalcante, nº 261 - Recife - PE,Av. Duque de Caxias - SP,R Barao de Jundiai 884 - SP,Rua Dr. Feliciado Sodré, 111 - RJ,Rua 7 de Setembro, 1100 - RS"
RBVO11,,939,"2,27%","20,72%",55,4.843.590,2.329,0,000,000,"0,00%","0,00%",
RCFF11,Títulos e Val. Mob.,8500,"9,80%","3,45%",96,27.472.000,52,0,000,000,"0,00%","0,00%",
RCRB11,Lajes Corporativas,11319,"3,72%","7,32%",54,417.750.000,521.483,9,"10.172,60",97104,"9,55%","22,84%","Av. Juscelino Kubitschek, 510, Itaim Bibi, São Paulo/SP,Rua Girassol, 555  Vila Madalena,Rua da Candelária nº 65, Centro, Rio de Janeiro/RJ,Avenida Paulista, 37, São Paulo/SP,Rua Surubim, 373, Brooklin Novo, São Paulo/SP,Alameda Santos, 1.800 - Jardins,Alameda Santos, 1163, Cerqueira César, São Paulo/SP,Praia do Flamengo nº 154, Flamengo, Rio de Janeiro/RJ,Rua Olimpiadas. 205, São Paulo SP"
RDES11,Híbrido,5800,"-0,77%","0,00%",84,43.036.000,0,3,"3.237,40",28990,"8,95%","47,02%","Rua Antônio Lumack, 96, Boa Viagem - PE,Rua Padre Carapueiro, 733, Boa Viagem - PE,Avenida Trancedo Neves, 450 - Caminho das Árvores, Salvador - BA"
RDPD11,Títulos e Val. Mob.,2690,"48,39%","90,85%",95,28.999.300,18.711,0,000,000,"0,00%","0,00%",
RECR11,Títulos e Val. Mob.,8544,"14,16%","14,37%",90,2.259.170.000,3.692.160,0,000,000,"0,00%","0,00%",
RECT11,Híbrido,5187,"11,17%","11,57%",56,443.151.000,456.867,9,"5.684,26",69008,"12,14%","11,05%","Av. Tamboré, 267 - Alphaville - Barueri - SP,SHCS Q.6 BL A, 7º, 8º E 12º andares - Brasília - DF,Corporate Emiliano, Rua Emiliano Perneta, 480, Curitiba, PR,Alameda Rio Claro, 190, Bela Vista, São Paulo - SP,Av. Dona Ana Costa, nº 433, cidade de Santos - SP,Complexo Madeira, Alameda Madeira, nº 328, na cidade de Barueri - SP,Av. Europa, nº 884, lote 3, quadra 6, no 20º Subdistrito  Jardim América, São Paulo - SP,Av. Ayrton Senna, 2200 - Barra da Tijuca - Rio de Janeiro - RJ,Alameda Xingu, 512 - Alphaville - Barueri - SP"
RECX11,Títulos e Val. Mob.,6352,"14,19%","14,07%",83,13.867.200,8.894,0,000,000,"0,00%","0,00%",
REIT11,Títulos e Val. Mob.,18000,"1,50%","62,91%",63,4.732.380,192,0,000,000,"0,00%","0,00%",
RELG11,Híbrido,7179,"11,69%","12,91%",59,95.808.200,71.430,5,"1.375,09",18474,"13,43%","15,06%","Avenida Wilson Tavares Ribeiro, nº 800,Rua Josepha Gomes de Souza, 306, Extrema/MG,Av. Bahia, nº 1.000,Lote 12 da Quadra 06, no município de Queimados - Rio de Janeiro,Via de Ligação, 109, Polo Industrial, Camaçari/BA,Estrada dos Estudantes, 600, Cotia/SP"
RFOF11,Títulos e Val. Mob.,6630,"8,18%","12,45%",86,71.482.300,74.934,0,000,000,"0,00%","0,00%",
RINV11,Títulos e Val. Mob.,9525,"0,86%","0,94%",98,28.587.300,122.476,0,000,000,"0,00%","0,00%",
RMAI11,Híbrido,4799,"0,85%","6,46%",45,117.278.000,12.723,2,"2.697,67",15988,"5,93%","35,76%","Avenida Armando Morais Sarmento, nº 100, Distrito Industrial de Queimados, Cidade de Queimados, Estado do Rio de Janeiro ,Rua José Versolato, 111, Centro, São Bernardo do Campo/SP."
RNDP11,Títulos e Val. Mob.,14718,"-3,24%","84,38%",76,15.819.100,9.298,0,000,000,"0,00%","0,00%",
RNGO11,Lajes Corporativas,4650,"10,80%","10,64%",54,124.434.000,80.634,4,"2.270,19",29453,"12,97%","16,21%","Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP"
RPRI11,Títulos e Val. Mob.,9603,"8,21%","8,79%",95,215.276.000,177.335,0,000,000,"0,00%","0,00%",
RRCI11,Títulos e Val. Mob.,8333,"12,47%","15,98%",92,40.144.800,70.193,0,000,000,"0,00%","0,00%",
RSPD11,Residencial,"1.125,00","-2,13%","5,42%",98,167.637.000,0,0,000,000,"0,00%","0,00%",
RVBI11,Títulos e Val. Mob.,7076,"11,69%","12,59%",86,101.894.000,201.259,0,000,000,"0,00%","0,00%",
RZAG11,Títulos e Val. Mob.,955,"10,65%","14,22%",98,649.786.000,2.248.170,0,000,000,"0,00%","0,00%",
RZAT11,Híbrido,8329,"14,29%","1,14%",83,308.853.000,733.823,9,35958,3260,"9,07%","0,00%","Av. Costa e Silva 1275, Campo Grande, MS, 79050-410,Av. Perimetral Norte 10001, Goiânia, GO, 74583-285,Rod. Juscelino Kubitscheck de Oliveira - BR 364, Frutal, MG, 38200-000,Rodovia BR 060 KM 504, Goiânia, GO, 75800-001,Rodovia BR 020 572, Caucaia, CE, 061663-015,Rodovia GO-070, Km 2 Qd. CH, Lt. 444, , Goiânia, GO, 74470-260,Rodovia Washington Luis KM 198, , Corumbataí, SP, 13540-000,Av. Santos Dumont 4305, Mirassol, SP, 15135-160,Rua Professor Luciano Prata 204, São Paulo, SP, 02510-020"
RZTR11,Híbrido,8265,"13,81%","16,48%",86,913.119.000,3.082.200,16,177,032,"18,15%","0,00%","Zona rural de Bom Jesus/PI,Zona rural de Serranópolis/GO,Zona rural de Campo Verde/MT,Zona rural de Rio Verde/GO,Zona rural de Buriticupu/MA,Zona rural de Sorriso/MT,Zona rural de Sambaíba /MA,Zona rural de Serranópolis/GO,Zona rural de Formosa do Rio Preto/BA,Zona rural de Sorriso/MT,Zona rural de Canarana/MT,Zona rural de Sorriso/MT,Zona rural de São Jose do Xingú/MT,Zona rural de Nova Ubiratã/MT,Zona rural de Rio Verde/GO"
SADI11,Títulos e Val. Mob.,8959,"13,24%","13,69%",91,284.915.000,658.052,0,000,000,"0,00%","0,00%",
SAIC11B,Lajes Corporativas,3788,"-1,33%","0,00%",68,54.158.600,0,1,"4.716,47",000,"0,00%","100,00%","SIA Trecho 01  Lotes 630, 640, 650, 660, 670, 680, 690, 700, 710, 720, 730, 740, 750, 760, 770 e 780 - BRASÍLIA - DF"
SARE11,Híbrido,5894,"13,29%","12,94%",63,544.271.000,1.458.580,3,"2.403,74",27940,"11,62%","0,00%","Rua Bela Cintra, 755, São Paulo - SP,Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP,Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André  São Paulo - SP, CEP 09230-650"
SCPF11,Shoppings,525,"5,00%","4,32%",45,22.050.000,3.435,1,"4.527,68",79387,"17,53%","23,16%","Rua Junqueira Ayres, 165 - Barris - Salvador - BA"
SDIL11,Logística,9090,"9,74%","10,29%",93,581.310.000,740.880,6,"1.642,68",22175,"13,50%","0,17%","Avenida Ol 03, 200 - Duque de Caxias - RJ,Rua Prof. João Cavalheiro Salem, 1.289 Bonsucesso, Guarulhos/SP,Rodovia Índio Tibiriçá, nº 6.000,Avenida Ol 03, 200 - Duque de Caxias - RJ,BR 040, KM 23 - Contagem/MG"
SDIP11,Lajes Corporativas,8800,"1,88%","0,00%",92,371.533.000,0,5,"11.501,50",39197,"3,41%","8,35%"," Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP,Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP,Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP,Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP"
SEQR11,Outros,6066,"12,22%","12,86%",65,97.574.800,115.833,4,"2.315,65",33818,"14,60%","0,00%","Rua Walter Martins da Silva, nº 500, Santo Antônio da Patrula - RS, CEP 95500-000,Rua José Albino Pereira, 342, Jandira - SP, CEP 06612-001,Rua Nova York, 245, São Paulo - SP, CEP 04560-000,Rua Ewbank da Câmara, nº 48, Rio de Janeiro - RJ, CEP 21310-150"
SHDP11B,Shoppings,"1.210,05","6,92%","7,09%",94,1.776.100.000,0,1,"13.408,80","1.159,86","8,65%","1,30%","Avenida Guilherme Campos 500, 500, Sem Complemento, Jardim Santa Genebra, Campinas/SP, Brasil, 13087-901"
SHPH11,Shoppings,65200,"7,05%","6,49%",73,397.035.000,126.878,1,"11.483,00","1.038,59","9,04%","8,92%","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP"
SNCR11,Híbrido,9780,"11,85%","0,00%",94,176.767.000,0,0,000,000,"0,00%","0,00%",
SNFF11,Títulos e Val. Mob.,8499,"7,53%","11,58%",98,240.522.000,485.533,0,000,000,"0,00%","0,00%",
SNLG11,Híbrido,3954,"10,00%","0,88%",64,74.658.400,9.970,0,000,000,"0,00%","0,00%",
SPMO11,Híbrido,9900,"0,35%","0,43%",88,178.965.000,0,0,000,000,"0,00%","0,00%",
SPTW11,Lajes Corporativas,3905,"18,95%","12,37%",70,70.211.900,120.006,1,"4.907,19","1.051,83","21,43%","0,00%","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114  Centro - São Paulo/ SP - Brasil"
SPXS11,Híbrido,7945,"3,59%","4,71%",84,98.374.700,220.489,0,000,000,"0,00%","0,00%",
TEPP11,Lajes Corporativas,6794,"2,43%","8,70%",71,286.840.000,517.635,5,"8.879,70",39197,"4,41%","8,35%","Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP,Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP, Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP,Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP"
TGAR11,Híbrido,11739,"7,33%","14,68%",89,1.618.160.000,3.774.800,4,6903,163,"2,37%","0,00%","Rodovia dos Romeiros, s/n, Trindade-GO,Avenida 85, 603, Goiânia - GO, 74823-310,Rodovia GO-060, s/n, Turvânia- GO,Rodovia GO-060, s/n, Turvânia- GO"
TORD11,Híbrido,566,"4,22%","15,54%",40,198.391.000,517.728,0,000,000,"0,00%","0,00%",
TOUR11,Residencial,880,"0,00%","0,00%",0,0,0,3,000,000,"0,00%","0,00%","Rua Doutor Romulo Pasqualini, s/n, CEP 08820-310, Mogi das Cruzes, SP.,Rua Carmo do Rio Verde, nº109, CEP 04729-010, São Paulo, SP.,Rua das Palmeiras, nº677, CEP 09080-160, Santo André, SP."
TRNT11,Lajes Corporativas,11100,"4,26%","4,11%",56,436.847.000,5.272,1,"6.927,39",54582,"7,88%","41,63%","Avenida Das Nacoes Unidas, 12901, Sem Complemento, Brooklin Paulista, São Paulo/SP, Brasil, 04578-910"
TRXF11,Híbrido,10311,"7,15%","10,20%",99,1.236.570.000,2.844.400,26,"3.417,66",35894,"10,50%","0,00%","Rodovia Federal BR-222, S/N° - Tabapuá  Caucaia - CE ,Avenida Padre Anchieta, 4.580  Vila Vermelha,Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE - Loja 05,Rua das Figueiras, nº 1.021  Operário,Avenida José Júlio da Costa, s/n - Ferroviários - MG,Rua Maranhão, 975  Santa Paula,Avenida Regente Feijó, nº 823,Avenida Prof. João Fiusa, S/N  Jardim Canada,Av. Antônio Carlos C de Barros, 365  Vila José Lório,Avenida Guadalajara, s/nº - Jardim Glória,Av. Epitacio Pessoa, S/N, Gleba C - Alto da Alianca, Juazeiro - BA,Rua Dr. Ademar de Barros, 50  Jardim Europa,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Bady Bassitt, 5.300,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Prof. João Fiusa, S/N  Jardim Canada ,Avenida Senador Saraiva, 835,Praça Tuím  Lote 02  Quadra 206,Avenida Maria Servidei Demarchi, 1897  Demarchi,Av. Dr. Ulisses Guimarães, 423 - Jardim Amazonas, Petrolina - PE,Av. Gov. Jorge Teixeira, 3500 - Industrial, Porto Velho - RO, 76821-064,Avenida Dr. José Ramon Urtiza, 1000  Panamby,Rua Aricambú, 65 - Cordovil - Rio de Janeiro - RJ,Avenida Marte, 624  Alphaville ,Avenida José Paulino, nº 2.600,Av. Presidente Vargas, S/N - Vila da Saúde"
TSNC11,Híbrido,001,"95.080,00%","104.026.000.000,00%",0,10.868,0,2,069,77945,"113.447,82%","0,00%","Avenida General Valdomiro De Lima, 508, Sem Complemento, Jabaquara, Sao Paulo/SP, Brasil, 04344-070,Rua Castro Delgado, 188, Sem Complemento, Alto De Pinheiros, Sao Paulo/SP, Brasil, 05465-010"
URPR11,Outros,9796,"6,71%","17,51%",99,1.143.710.000,2.398.140,0,000,000,"0,00%","0,00%",
VCJR11,Títulos e Val. Mob.,8913,"11,85%","12,44%",94,1.312.350.000,1.207.130,0,000,000,"0,00%","0,00%",
VCRI11,Títulos e Val. Mob.,836,"11,44%","15,03%",88,148.585.000,319.492,0,000,000,"0,00%","0,00%",
VCRR11,Logística,6864,"12,35%","11,60%",54,137.280.000,165.661,4,"2.219,68",12502,"5,63%","0,00%","Rua Loefgreen, 2527 - Vila Clementino/SP,Rua Gregório Serrão, 232 - Vila Mariana/SP,Rua Carlos Petit, 215 - Vila Mariana/SP,Prof Ascendido Reis, 1300 - Vila Clementino/SP"
VERE11,Outros,25700,"13,31%","12,55%",77,146.757.000,0,4,96076,16736,"17,42%","16,52%","Av. Wilson Tavares Ribeiro, 1400, Contagem-MG,Av. Wilson Tavares Ribeiro, 1400, Condomínio de galpões logísticos no Condomínio de Galpões Sindi Investimentos, Contagem-MG,Rua Benjamin Jacob, 10, CEP 30430-290, Belo Horizonte-MG,Av. Dom Pedro II, 1900, CEP 30710-010, Belo Horizonte-MG"
VGIP11,Títulos e Val. Mob.,8370,"10,74%","14,41%",93,986.593.000,2.072.250,0,000,000,"0,00%","0,00%",
VIFI11,Títulos e Val. Mob.,679,"20,10%","10,81%",79,54.925.600,81.400,0,000,000,"0,00%","0,00%",
VILG11,Logística,8519,"9,14%","9,68%",76,1.277.630.000,2.404.960,16,"2.193,22",24679,"11,25%","9,71%","Cidade Cachoeirinha, Rio Grande do Sul, RS 118, nº 12760,R. Almerim, 100, Guarulhos - SP,Rua Kida, 191 - Guarulhos - São Paulo, Rodovia BR-493 (RioMagé), km 3,5, Duque de Caxias - RJ,Rodovia Fernão Dias, km 891,5, Extrema - MG,Av. Dr. Kenkiti Shimomoto, Nº 1.678, Osasco - SP,Rodovia Castello Branco, km 57, em São Roque, SP,Est. Vargem do João Pinto, Fazenda Matão Gleba 2, Extrema - MG,Cidade de Cariacica, n° 10.288, km 290, RD. Governador Mario Covas - ES,Município de Serra, no estado do Espírito Santo,Rodovia Fernão Dias, km 933, Extrema - MG,Av. Marginal Rodovia dos Bandeirantes, Nº 800, Jundiaí - SP,Rodovia Br 316 - KM 23/24 Bairro Campestre - Benevides/PA,Cidade de Eldorado do Sul, na Av. Industrial Belgraf, n° 765 - RS,Avenida das Quaresmeiras, n. 200, Pouso Alegre - MG,Rodovia Armínio Guilherme, 82  Ipojuca, PE"
VINO11,Lajes Corporativas,4333,"9,53%","9,21%",79,717.773.000,1.184.910,10,"11.042,20","1.134,60","10,28%","2,07%","Rua Cardeal Arcoverde nº 563, São Paulo - SP,Largo do Ibam, 1, Humaitá, Rio de Janeiro/RJ,Rua Evandro Carlos de Andrade, 160, São Paulo - SP,Rua Haddock Lobo, nº 347, São Paulo - SP,Rua Jaceru, 154, Vila Gertrudes, São Paulo/SP,Rua Corá, 2175, São Paulo/SP,Rua Mourato Coelho, 1404, na Vila Madalena, São Paulo/SP.,Alameda Araguaia, 617, Alphaville, Barueri/SP,Av. Bartolomeu Mitre, 336 CEP: 22.431-002 Rio de Janeiro - RJ - Brasil,Rua Oscar Freire, 585, Jardim Paulista, São Paulo/SP"
VISC11,Shoppings,10448,"7,93%","8,48%",84,1.942.390.000,2.521.130,20,"3.138,10",28005,"8,92%","5,43%","Avenida Coronel Fernando Ferreira Leite nº 1.540 - Ribeirão Preto/SP,Avenida Doutor Olivio Lira, 353 - Praia da Costa, Vila Velha/ES,Avenida Luiz Viana, 8544 - Salvador - BA,Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE,Rodovia Raposo Tavares, 23.500 - Lageadinho, Cotia-SP ,Rua Comendador Araujo, 731 - Curitiba - PR,Rua Barão de São Francisco, 236 - Rio de Janeiro/RJ,Av. Carlos Jereissati, 100 - Maracanaú/CE,Av. Pereira Barreto, 42 - Santo André - SP,Av. Cristiano Machado, 4000 - União - Belo horizonte - MG,Av. Manoel Goulart, 2400 - Jardim das Rosas - Presidente Prudente - SP,Av. Maestro Paulo e Silva, 400 - Rio de Janeiro - RJ,Av. Prefeito Chiquilito Erse, 3288 - Porto Velho/RO,Avenida Geremario Dantas, 404 - Rio de Janeiro - RJ,Trav. Padre Eutíquio, 1078  Belém - PA,Rua Jacy Teixeireira de Camargo, 940 - Campinas/SP,Av. Historiador Rubens de Mendonça (Av. CPA), 3300 - Cuiabá/MT,Estrada do Mendanha, 450 / 550 e 555  Rio de Janeiro  RJ,Av. Madre Benvenuta, 687 - Santa Mônica, Trindade - Florianópolis - SC,Avenida Governador Agamenon Magalhães, 153 - Sto Amaro, Recife - PE"
VIUR11,Outros,652,"14,38%","13,14%",71,175.689.000,326.908,8,"2.522,45",30758,"12,19%","0,00%","Rua Luis Otavio, 1.313, Taquaral, Campinas - SP,Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Rua Oswaldo Cruz (Rua Grande), 415, Centro, São Luis  MA,Rua Santos Dumont, 888, Niterói, Canoas - RS,Avenida Dr. Cardoso de Melo, 1.200, Vila Olímpia, São Paulo - SP,Rua Orfanotrofio, 555, Porto Alegre, Porto Alegre - RS,Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Estrada Municipal UNICAMP-Telebrás km 1, Cidade Universitária, Campinas - SP"
VLOL11,Lajes Corporativas,9250,"7,66%","7,66%",83,165.097.000,121.631,1,"15.738,80","1.340,16","8,51%","0,00%","Rua Fidêncio Ramos, 302, Vila Olímpia, 04551-010, São Paulo - SP"
VOTS11,Títulos e Val. Mob.,8280,"22,73%","15,46%",89,68.551.200,7.812,0,000,000,"0,00%","0,00%",
VRTA11,Títulos e Val. Mob.,8700,"12,60%","14,50%",96,1.356.540.000,2.165.530,0,000,000,"0,00%","0,00%",
VSEC11,Títulos e Val. Mob.,4400,"-5,03%","8,44%",44,2.760.340,335,0,000,000,"0,00%","0,00%",
VSHO11,Shoppings,6490,"10,48%","11,14%",65,136.212.000,33.981,3,"1.788,72",35292,"19,73%","7,84%","Av. Visconde do Rio Branco, 360 - Centro, Niterói - RJ,Remanso Campineiro, Hortolândia - SP,R. Paiquerê, 200 - Jardim Paiquere, Valinhos - SP"
VSLH11,Outros,815,"10,54%","15,75%",78,243.392.000,835.555,0,000,000,"0,00%","0,00%",
VTLT11,Logística,9020,"11,38%","11,05%",90,190.773.000,201.881,1,74388,9570,"12,87%","0,00%","Avenida Prefeito Domingos Mocelin Neto s/n, Borda do Campo, Quatro Barras, PR "
WHGR11,Híbrido,834,"7,69%","9,96%",84,209.247.000,495.121,0,000,000,"0,00%","0,00%",
WPLZ11,Shoppings,6400,"8,16%","8,31%",73,65.327.800,4.972,1,"1.726,02",15497,"8,98%","11,45%","Av. Francisco Matarazzo s/n, Bloco B, São Paulo, SP"
WSEC11,Títulos e Val. Mob.,9149,"3,26%","4,27%",90,22.474.600,14.655,0,000,000,"0,00%","0,00%",
WTSP11B,Híbrido,3001,"-17,11%","4,40%",41,29.786.900,38.346,1,"2.440,42",11948,"4,90%","5,97%","Av. das Nações Unidas, 12551, 12555 e 12559"
XPCI11,Títulos e Val. Mob.,7971,"8,35%","14,12%",88,693.601.000,2.314.220,0,000,000,"0,00%","0,00%",
XPCM11,Lajes Corporativas,1434,"13,73%","12,76%",33,34.624.900,70.555,1,"1.556,52",000,"0,00%","85,00%","Av Pr Aristeu Ferreira da Silva,370,Cavaleiros,Macaé-RJ"
